,rent,bedrooms,bathrooms,size_sqft
154,0.5989304813,0.6,0.6,0.4945054945
155,0.07459893048,0,0.2,0.08241758242
156,0.08529411765,0,0.2,0.05626373626
157,0.8128342246,0.4,0.4,0.3615384615
158,0.1978609626,0.2,0.2,0.112967033
159,0.2834224599,0.4,0.4,0.1868131868
160,0.1171122995,0.4,0.4,0.1208791209
161,0.1871657754,0.4,0.4,0.1648351648
162,0.1470588235,0.2,0.2,0.121978022
163,0.243315508,0.2,0.2,0.1103296703
164,0.05347593583,0.2,0.2,0.08791208791
165,0.1056149733,0,0.2,0.05054945055
166,0.1494652406,0.2,0.2,0.1017582418
167,0.09064171123,0.4,0.2,0.1208791209
169,0.1401069519,0.2,0.2,0.1028571429
170,0.1868983957,0.2,0.2,0.1004395604
171,0.1336898396,0.2,0.2,0.07692307692
172,0.5989304813,0.6,0.6,0.3479120879
173,0.1978609626,0.2,0.2,0.121978022
174,0.1639037433,0,0.2,0.0810989011
175,0.1417112299,0.2,0.2,0.1426373626
176,0.1443850267,0.2,0.2,0.1076923077
177,0.1393048128,0.2,0.2,0.1228571429
178,0.1443850267,0.2,0.2,0.0989010989
179,0.07754010695,0,0.2,0.04945054945
180,0.1246524064,0.2,0.2,0.1004395604
181,0.04251336898,0,0.2,0.03516483516
182,0.3580213904,0.4,0.4,0.1323076923
183,0.09064171123,0,0.2,0.07230769231
184,0.9171122995,0.4,0.4,0.1274725275
185,0.1577540107,0.2,0.2,0.1208791209
186,0.1975935829,0.2,0.2,0.1586813187
187,0.1550802139,0,0.2,0.06153846154
188,0.1604278075,0.2,0.2,0.0989010989
189,0.679144385,0.4,0.4,0.3846153846
190,0.371657754,0.4,0.4,0.2540659341
191,0.1417112299,0.2,0.2,0.1098901099
192,0.2510695187,0.2,0.4,0.343956044
193,0.1863636364,0.2,0.2,0.1259340659
194,0.1871657754,0.4,0.4,0.1978021978
195,0.1227272727,0.2,0.2,0.08131868132
196,0.1711229947,0.4,0.4,0.1738461538
197,0.2200534759,0.2,0.2,0.1136263736
198,0.2245989305,0.2,0.2,0.1967032967
199,0.128342246,0.4,0.2,0.1318681319
200,0.02139037433,0.2,0.2,0.03296703297
201,0.08016042781,0,0.2,0.1098901099
202,0.4278074866,0.6,0.6,0.3406593407
203,0.1973262032,0.2,0.2,0.08637362637
204,0.3473262032,0.6,0.4,0.2232967033
205,0.2513368984,0.4,0.4,0.1428571429
206,0.0614973262,0,0.2,0.04395604396
207,0.3048128342,0.8,0.6,0.4285714286
208,0.1042780749,0,0.2,0.07032967033
209,0.2243315508,0.2,0.2,0.1340659341
210,0.1470588235,0.2,0.2,0.1283516484
211,0.1390374332,0.2,0.2,0.1032967033
212,0.1013368984,0.2,0.2,0.07120879121
213,0.09090909091,0.2,0.2,0.05406593407
214,0.128342246,0.2,0.2,0.08615384615
215,0.3556149733,0.4,0.4,0.2263736264
216,0.09064171123,0.2,0.2,0.07912087912
217,0.06951871658,0,0.2,0.0410989011
218,0.04251336898,0,0.2,0.03516483516
219,0.2335828877,0.4,0.4,0.1696703297
220,0.3580213904,0.6,0.4,0.2786813187
221,0.1010695187,0.2,0.2,0.08791208791
222,0.05347593583,0.2,0.2,0.03296703297
223,0.1951871658,0.4,0.4,0.1465934066
224,0.09625668449,0.2,0.2,0.04945054945
225,0.2727272727,0.6,0.4,0.2307692308
226,0.1417112299,0.2,0.2,0.1208791209
227,0.1657754011,0.2,0.2,0.05494505495
228,0.2754010695,0.4,0.4,0.1703296703
229,0.09625668449,0.2,0.2,0.1114285714
230,0.3422459893,0.4,0.4,0.2032967033
231,0.9064171123,0.8,0.8,0.5384615385
232,0.6524064171,0.6,0.6,0.3556043956
233,0.2395721925,0.6,0.4,0.2307692308
234,0.2941176471,0.4,0.4,0.2263736264
235,0.1069518717,0.4,0.2,0.1098901099
236,0.2245989305,0.4,0.2,0.1648351648
237,0.02406417112,0.4,0.2,0.05494505495
238,0.385026738,0.4,0.4,0.2698901099
239,0.07219251337,0,0.2,0.05098901099
240,0.128342246,0.2,0.2,0.1127472527
241,0.2513368984,0.2,0.2,0.1479120879
242,0.2056149733,0.4,0.4,0.1731868132
243,0.06951871658,0.2,0.2,0.06043956044
244,0.01604278075,0,0.2,0.06593406593
245,0.09401069519,0,0.2,0.0621978022
246,0.1697860963,0,0.2,0.07318681319
247,0.1951871658,0.2,0.2,0.1487912088
248,0.1407486631,0.2,0.2,0.09406593407
249,0.09090909091,0.2,0.2,0.1054945055
250,0.2058823529,0.6,0.2,0.1450549451
251,0.114973262,0.2,0.2,0.1098901099
252,0.05080213904,0.4,0.2,0.1098901099
253,0.1582887701,0.4,0.2,0.1556043956
254,0.1644385027,0.2,0.2,0.09186813187
255,0.5184491979,0.6,0.6,0.3406593407
256,0.08556149733,0.2,0.2,0.07692307692
257,0.1550802139,0.2,0.2,0.0967032967
258,0.3315508021,0.6,0.4,0.2582417582
259,0.1264705882,0.2,0.2,0.09318681319
260,0.1336898396,0.6,0.4,0.1868131868
261,0.09064171123,0.2,0.2,0.1208791209
262,0.1409090909,0.2,0.2,0.1103296703
263,0.06390374332,0.1,0.2,0.05494505495
264,0.1122994652,0.2,0.2,0.08483516484
265,0.2264705882,0.4,0.4,0.1584615385
266,0.1229946524,0.2,0.2,0.08637362637
267,0.2213903743,0.4,0.4,0.1912087912
268,0.03475935829,0,0.2,0.03296703297
269,0.1497326203,0.2,0.2,0.07692307692
270,0.04812834225,0,0.2,0.005494505495
271,0.3048128342,0.5,0.4,0.2454945055
272,0.1815508021,0.4,0.4,0.1720879121
273,0.2139037433,0.2,0.2,0.132967033
274,0.3529411765,0.4,0.4,0.1703296703
275,0.1229946524,0.2,0.2,0.08747252747
276,0.03475935829,0.4,0.2,0.1428571429
277,0.3315508021,0.4,0.4,0.2967032967
278,0.2058823529,0.2,0.2,0.1030769231
279,0.1834224599,0.4,0.4,0.1272527473
280,0.008556149733,0,0.2,0.01208791209
281,0.2139037433,0.2,0.4,0.1958241758
282,0.464973262,0.6,0.6,0.372967033
283,0.1417112299,0.2,0.2,0.09428571429
284,0.07406417112,0.2,0.2,0.06593406593
285,0.07459893048,0.2,0.2,0.0989010989
286,0.1176470588,0.2,0.2,0.08241758242
287,0.1443850267,0.4,0.2,0.1701098901
288,0.679144385,0.4,0.4,0.5068131868
289,0.4625668449,0.2,0.2,0.2171428571
290,0.1270053476,0.2,0.2,0.1428571429
291,0.3181818182,0.4,0.4,0.1978021978
292,0.1136363636,0,0.2,0.04725274725
293,0.04411764706,0.1,0.2,0.05494505495
294,0.1550802139,0.2,0.2,0.1208791209
295,0.09085561497,0.2,0.2,0.07692307692
296,0.2032085561,0.2,0.2,0.1032967033
297,0.2115508021,0.4,0.4,0.1602197802
298,0.1277005348,0,0.2,0.1134065934
299,0.0692513369,0.2,0.2,0.08791208791
300,0.1363636364,0.2,0.2,0.1208791209
301,0.1443850267,0.2,0.2,0.09604395604
302,0.1064171123,0.2,0.2,0.1098901099
303,0.04278074866,0.2,0.2,0.08791208791
304,0.2085561497,0.8,0.4,0.1648351648
305,0.4652406417,0.4,0.4,0.2417582418
306,0.2673796791,0.4,0.4,0.221978022
307,0.1909090909,0.4,0.4,0.1586813187
308,0.1711229947,0.2,0.4,0.1406593407
309,0.2513368984,0.2,0.2,0.1210989011
310,0.06417112299,0.4,0.2,0.1208791209
311,0.7058823529,0.8,1,0.5384615385
312,0.1443850267,0.2,0.2,0.06703296703
313,0.04545454545,0.2,0.2,0.09208791209
314,0.5721925134,0.4,0.4,0.3468131868
315,0.05347593583,0,0.2,0.03846153846
316,0.5069518717,0.6,0.4,0.2984615385
317,0.01871657754,0.2,0.2,0.07362637363
318,0.2165775401,0.2,0.2,0.1428571429
319,0.170855615,0.4,0.4,0.1540659341
320,0.7058823529,0.4,0.4,0.2527472527
321,0.1336898396,0.4,0.4,0.1868131868
322,0.02673796791,0.2,0.2,0.09230769231
323,0.0614973262,0,0.2,0.03296703297
324,0.2513368984,0.2,0.2,0.1648351648
325,0.07754010695,0.4,0.2,0.1098901099
326,0.2005347594,0.2,0.2,0.1615384615
327,0.04812834225,0.2,0.2,0.06593406593
328,0.09545454545,0,0.2,0.05626373626
329,0.1256684492,0,0.2,0.05868131868
330,0.1336898396,0.2,0.2,0.1010989011
331,0.1176470588,0,0.2,0.07362637363
332,0.4919786096,0.8,0.4,0.3626373626
333,0.3582352941,0.8,0.4,0.3461538462
334,0.1542780749,0.2,0.2,0.1393406593
335,0.1096256684,0,0.2,0.03296703297
336,0.08288770053,0.6,0.2,0.1318681319
337,0.1081818182,0.6,0.2,0.2527472527
338,0.1604278075,0.4,0.2,0.08791208791
339,0.2459893048,0.2,0.2,0.1604395604
340,0.1016042781,0.4,0.2,0.1428571429
341,0.5006417112,0.6,0.8,0.3942857143
342,0.2860962567,0.4,0.4,0.1962637363
343,0.1336898396,0.2,0.2,0.09494505495
344,0.1486631016,0.2,0.2,0.06813186813
345,0.1978609626,0.4,0.4,0.1648351648
346,0.1176470588,0.2,0.2,0.0989010989
347,0.3315508021,0.4,0.4,0.2718681319
348,0.1751336898,0,0.2,0.1325274725
349,0.1443850267,0.2,0.2,0.1153846154
350,0.1403743316,0,0.2,0.07076923077
351,0.2245989305,0.2,0.4,0.1503296703
352,0.385026738,0.6,0.4,0.3076923077
353,0.1069518717,0.6,0.4,0.2307692308
354,0.7326203209,0.4,0.6,0.5604395604
355,0.1951871658,0.2,0.2,0.1235164835
356,0.464973262,0.6,0.6,0.2861538462
357,0.1173796791,0.2,0.2,0.1145054945
358,0.06951871658,0.4,0.2,0.1076923077
359,0.09090909091,0.4,0.2,0.1208791209
360,0.2435828877,0.4,0.4,0.2024175824
361,0.1711229947,0.2,0.2,0.1371428571
362,0.3580213904,0.2,0.2,0.1813186813
363,0.8930481283,0.8,0.8,0.6395604396
364,0.0614973262,0,0.2,0.04945054945
365,0.1332085561,0.2,0.2,0.07362637363
366,0.2299465241,0.2,0.2,0.1351648352
367,0.1414438503,0.2,0.2,0.0789010989
368,0.09090909091,0,0.2,0.07978021978
369,0.3315508021,0.4,0.4,0.2527472527
370,0.1417112299,0.2,0.2,0.07824175824
371,0.114973262,0,0.2,0.05494505495
372,0.1016042781,0.2,0.2,0.1026373626
373,0.243315508,0.2,0.2,0.1318681319
374,0.5184491979,0.8,0.6,0.4285714286
375,0.08021390374,0,0.2,0.06593406593
376,0.06818181818,0,0.2,0.02989010989
377,0.01598930481,0,0.2,0.02043956044
378,0.1122994652,0.2,0.2,0.07824175824
379,0.09064171123,0.4,0.2,0.1428571429
380,0.1331550802,0.2,0.2,0.1103296703
381,0.1548128342,0.2,0.2,0.1120879121
382,0.4339572193,0.6,0.4,0.3076923077
383,0.02647058824,0.2,0.2,0.1208791209
384,0.2513368984,0.2,0.2,0.1608791209
385,0.1852941176,0.2,0.2,0.1079120879
386,0.2112299465,0.2,0.2,0.141978022
387,0.8663101604,0.6,0.6,0.4797802198
388,0.2112299465,0.4,0.2,0.1342857143
389,0.1360962567,0.2,0.2,0.1298901099
390,0.3582887701,0.4,0.4,0.3641758242
391,0.120855615,0.2,0.2,0.09846153846
392,0.02540106952,0,0.2,0.03296703297
393,0.2032085561,0.4,0.4,0.1736263736
394,0.3582887701,0.6,0.6,0.4030769231
395,0.3395721925,0.2,0.2,0.1428571429
396,0.7326203209,0.6,0.6,0.4
397,0.09625668449,0,0.2,0.05934065934
398,0.06122994652,0,0.2,0.05494505495
399,0.2085561497,0.2,0.2,0.1342857143
400,0.1061497326,0,0.2,0.05362637363
401,0.4652406417,0.4,0.2,0.2747252747
402,0.2112299465,0.2,0.2,0.1318681319
403,0.1764705882,0.6,0.4,0.1676923077
404,0.1684491979,0.4,0.4,0.2417582418
405,0.4117647059,0.6,0.6,0.3406593407
406,0.3048128342,0.4,0.4,0.2362637363
407,0.7326203209,0.6,0.6,0.3804395604
408,0.09064171123,0.2,0.2,0.1098901099
409,0.1550802139,0.2,0.2,0.1030769231
410,0.06951871658,0,0.2,0.03296703297
411,0.449197861,0.8,0.6,0.3846153846
412,0.2544385027,0.4,0.4,0.2136263736
413,0.532459893,1,0.6,0.3846153846
415,0.05882352941,0,0.2,0.0556043956
416,0.1042780749,0,0.2,0.06043956044
417,0.679144385,0.4,0.4,0.3846153846
418,0.1462566845,0,0.2,0.05274725275
419,0.1120320856,0.2,0.2,0.08131868132
420,0.679144385,0.6,0.6,0.4182417582
421,0.08155080214,0,0.2,0.0632967033
422,0.04010695187,0,0.2,0.01098901099
423,0.09064171123,0,0.2,0.05494505495
424,0.2005347594,0.4,0.4,0.2076923077
425,0.2459893048,0,0.2,0.3076923077
426,0.0614973262,0,0.2,0.06593406593
427,0.04812834225,0,0.2,0.03296703297
428,0.1299465241,0.2,0.2,0.1076923077
429,0.2299465241,0.2,0.2,0.1448351648
430,0.08021390374,0.2,0.2,0.07692307692
431,0.5187165775,0.4,0.4,0.4068131868
432,0.1631016043,0.2,0.2,0.08637362637
433,0.1390374332,0.2,0.2,0.1318681319
434,0.2780748663,0.4,0.4,0.2032967033
435,0.3312834225,0.4,0.2,0.08791208791
436,0.09085561497,0.2,0.2,0.1208791209
437,0.0692513369,0.2,0.2,0.07692307692
438,0.2112299465,0.4,0.4,0.1648351648
439,0.2510695187,0.4,0.4,0.2747252747
440,0.1414973262,0.2,0.2,0.06527472527
441,0.3475935829,0.4,0.4,0.2536263736
442,0.1016042781,0,0.2,0.07978021978
443,0.1951871658,0.4,0.2,0.1428571429
444,0.1256684492,0.4,0.2,0.1318681319
445,0.06951871658,0,0.2,0.07032967033
446,0.09625668449,0.8,0.2,0.1648351648
447,0.1711229947,0.4,0.2,0.1428571429
448,0.2112299465,0.2,0.2,0.1041758242
449,0.1109625668,0.2,0.2,0.08967032967
450,0.1764705882,0.4,0.2,0.1549450549
451,0.1270053476,0.2,0.2,0.08791208791
452,0.1096256684,0.2,0.2,0.1208791209
453,0.1176470588,0.2,0.2,0.1120879121
454,0.2647058824,0.4,0.2,0.1208791209
455,0.1818181818,0.2,0.2,0.1518681319
456,0.06336898396,0,0.2,0.06593406593
457,0.5989304813,0.6,0.6,0.3353846154
458,0.1772727273,0.2,0.2,0.1153846154
459,0.1042780749,0.1,0.2,0.08791208791
460,0.1443850267,0.2,0.2,0.1428571429
461,0.03743315508,0,0.2,0.03296703297
462,0.1417112299,0.2,0.2,0.1340659341
463,0.04272727273,0,0.2,0.01098901099
464,0.4652406417,0.4,0.4,0.3514285714
465,0.1013368984,0,0.2,0.08131868132
466,0.07754010695,0,0.2,0.03912087912
467,0.08823529412,0,0.2,0.06043956044
468,0.2192513369,0.2,0.2,0.132967033
469,0.2032085561,0.2,0.2,0.1136263736
470,0.04545454545,0.2,0.2,0.08021978022
471,0.1871657754,0.4,0.4,0.1978021978
472,0.1131016043,0.2,0.2,0.07516483516
473,0.2510695187,0.4,0.2,0.1538461538
474,0.1280748663,0.2,0.2,0.1648351648
475,0.07219251337,0,0.2,0.06527472527
476,0.1764705882,0.2,0.2,0.1098901099
477,0.07967914439,0,0.2,0.04879120879
478,0.128342246,0.2,0.2,0.1208791209
479,0.1711229947,0.4,0.2,0.1349450549
480,0.7058823529,0.6,0.6,0.3406593407
481,0.1203208556,0.2,0.2,0.08615384615
482,0.1195187166,0.2,0.2,0.09934065934
483,0.4117647059,0.2,0.4,0.3406593407
484,0.1443850267,0.2,0.2,0.08549450549
485,0.1081818182,0,0.2,0.03978021978
486,0.2778074866,0.6,0.4,0.2076923077
487,0.05882352941,0.2,0.2,0.03296703297
488,0.1764705882,0.4,0.4,0.1868131868
489,0.3582887701,0.4,0.4,0.2606593407
490,0.170855615,0.4,0.2,0.1210989011
491,0.08556149733,0.2,0.2,0.0989010989
492,0.2556149733,0.4,0.4,0.2112087912
493,0.2032085561,0.8,0.2,0.2087912088
494,0.1151336898,0,0.2,0.05802197802
495,0.4117647059,0.4,0.4,0.2991208791
496,0.4304812834,0.4,0.4,0.3186813187
497,0.1181818182,0.2,0.2,0.1182417582
498,0.1714438503,0.4,0.2,0.1942857143
499,0.1443850267,0.2,0.2,0.06593406593
500,0.09090909091,0,0.2,0.08131868132
501,0.1106951872,0.2,0.2,0.07318681319
502,0.2679144385,0.4,0.4,0.1621978022
503,0.1975935829,0.4,0.4,0.1446153846
504,0.1173796791,0.2,0.2,0.1149450549
505,0.1349197861,0,0.2,0.1481318681
506,0.5989304813,0.8,0.6,0.4175824176
507,0.5721925134,1,0.6,0.6978021978
508,0.3580213904,0.6,0.4,0.2345054945
509,0.09625668449,0.2,0.2,0.09516483516
510,0.1770053476,0.2,0.2,0.07736263736
511,0.1854545455,0.2,0.2,0.07692307692
512,0.1256684492,0.2,0.2,0.1008791209
513,0.07754010695,0,0.2,0.05494505495
514,0.1390374332,0.6,0.2,0.1868131868
515,0.1443850267,0.2,0.2,0.1138461538
516,0.2245989305,0.2,0.2,0.1428571429
517,0.02941176471,0.4,0.2,0.06593406593
518,0.09893048128,0.2,0.2,0.1142857143
519,0.05882352941,0.2,0.2,0.1153846154
520,0.5454545455,0.4,0.4,0.3063736264
521,0.07486631016,0,0.2,0.06813186813
522,0.4625668449,0.6,0.4,0.3626373626
523,0.1016042781,0.2,0.2,0.09230769231
524,0.170855615,0.2,0.2,0.116043956
525,0.09893048128,0.2,0.2,0.0989010989
526,0.2245989305,0,0.2,0.2087912088
527,0.1417112299,0.2,0.2,0.107032967
528,0.1550802139,0.8,0.4,0.3846153846
529,0.1013368984,0.4,0.2,0.1318681319
530,0.1443850267,0.2,0.2,0.1318681319
531,0.464973262,0.4,0.4,0.3426373626
532,0.2045454545,0.4,0.4,0.1723076923
533,0.07085561497,0,0.2,0.06923076923
534,0.1029411765,0,0.2,0.05934065934
535,0.2486631016,0.2,0.2,0.1059340659
536,0.07219251337,0,0.2,0.05494505495
537,0.3315508021,0.2,0.2,0.1630769231
538,0.2085561497,0.8,0.4,0.2747252747
539,0.2860962567,0.4,0.4,0.2024175824
540,0.0614973262,0,0.2,0.04065934066
541,0.2887700535,0.4,0.2,0.1648351648
542,0.3152406417,0.4,0.4,0.2637362637
543,0.1096256684,0,0.2,0.03912087912
544,0.1810695187,0.2,0.2,0.1118681319
545,0.1711229947,0.2,0.2,0.1512087912
546,0.06951871658,0,0.2,0.0443956044
547,0.09090909091,0.2,0.2,0.09956043956
548,0.3021390374,0.4,0.4,0.1978021978
549,0.179144385,0.2,0.2,0.09230769231
550,0.1096256684,0.2,0.2,0.101978022
551,0.2970053476,0.6,0.4,0.4285714286
552,0.1336898396,0.8,0.4,0.2747252747
553,0.385026738,0.4,0.4,0.2547252747
554,0.08823529412,0.2,0.2,0.1250549451
555,0.2647058824,0.2,0.2,0.161978022
556,0.3235294118,0.4,0.4,0.2483516484
557,0.1844919786,0.2,0.2,0.1320879121
558,0.07593582888,0,0.2,0.003296703297
559,0.06390374332,0.2,0.2,0.07692307692
560,0.04545454545,0.2,0.2,0.07692307692
561,0.08823529412,0,0.2,0.07692307692
562,0.07486631016,0,0.2,0.04395604396
563,0.109144385,0,0.2,0.08197802198
564,0.2139037433,0.4,0.4,0.1758241758
565,0.1122994652,0.2,0.2,0.08197802198
566,0.2994652406,0.6,0.2,0.4285714286
567,0.0743315508,0.2,0.2,0.07692307692
568,0.03743315508,0.2,0.2,0.07692307692
569,0.1417112299,0,0.2,0.1492307692
570,0.06951871658,0,0.2,0.03912087912
571,0.7326203209,0.4,0.4,0.3186813187
572,0.6737967914,0.6,0.6,0.3846153846
573,0.09037433155,0.2,0.2,0.05582417582
574,0.1868983957,0.4,0.4,0.1681318681
575,0.08288770053,0.4,0.2,0.1098901099
576,0.1176470588,0.4,0.2,0.1648351648
577,0.3045454545,0.2,0.2,0.1208791209
578,0.2780748663,0.2,0.2,0.2127472527
579,0.07486631016,0,0.2,0.04395604396
580,0.3315508021,0.8,0.4,0.2747252747
581,0.2352941176,0.2,0.2,0.1516483516
582,0.1390374332,0.2,0.2,0.06813186813
583,0.1548128342,0.2,0.2,0.0989010989
584,0.3203208556,0.6,0.4,0.2008791209
585,0.1336898396,0.2,0.2,0.1428571429
586,0.1128342246,0.2,0.2,0.1318681319
587,0.08556149733,0,0.2,0.06043956044
588,0.4251336898,0.4,0.4,0.3083516484
589,0.6256684492,0.6,0.6,0.3786813187
590,0.4652406417,0.4,0.6,0.3494505495
591,0.1711229947,0.4,0.4,0.1487912088
592,0.09090909091,0.2,0.2,0.07692307692
593,0.05882352941,0.2,0.2,0.07692307692
594,0.09090909091,0.2,0.2,0.08021978022
